folder,filename,format,width,height,size_kb,url
"(root)","beta-tester-club_ao21ey","png",512,512,24,"https://res.cloudinary.com/doa8o9alh/image/upload/v1740144761/beta-tester-club_ao21ey.png"
"(root)","1_14_25-nss-faxcutover_jmuuzz","png",3082,1054,975,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737737917/1_14_25-nss-faxcutover_jmuuzz.png"
"(root)","conversation_11873765_elu4qn","png",512,512,9,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735965/conversation_11873765_elu4qn.png"
"(root)","email_562739_uwwtzf","png",512,512,9,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735963/email_562739_uwwtzf.png"
"(root)","relation_6679625_wppszf","png",512,512,22,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735962/relation_6679625_wppszf.png"
"(root)","flextime_18611062_oazvyb","png",512,512,47,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735960/flextime_18611062_oazvyb.png"
"(root)","network_9194968_jlvu9f","png",512,512,51,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735958/network_9194968_jlvu9f.png"
"(root)","improvement_11726466_yvaw9b","png",512,512,30,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735957/improvement_11726466_yvaw9b.png"
"(root)","cbo-round-bottom_nkpb3y","png",846,972,54,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735955/cbo-round-bottom_nkpb3y.png"
"(root)","fax_1925529_u8flbc","png",512,512,23,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735953/fax_1925529_u8flbc.png"
"(root)","loudspeakers_13450032_zpuly4","png",512,512,36,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735952/loudspeakers_13450032_zpuly4.png"
"(root)","analytics_cuuyxp","svg",64,64,4,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735950/analytics_cuuyxp.svg"
"(root)","connie-headset-icon-pink_hvs3ka","png",1830,1538,660,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735315/connie-headset-icon-pink_hvs3ka.png"
"(root)","connie-headset-icon-black_z17nu0","png",1830,1538,375,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735314/connie-headset-icon-black_z17nu0.png"
"(root)","connie-headset-icon-black-outline_r0afii","png",1830,1538,404,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735312/connie-headset-icon-black-outline_r0afii.png"
"(root)","connie-headset-icon-outline_cnq1bc","png",1830,1538,49,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735311/connie-headset-icon-outline_cnq1bc.png"
"(root)","logo_gwudtm","png",300,300,20,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735284/logo_gwudtm.png"
"(root)","connie-contact-icon-64x64-white_w1c1uw","png",64,60,3,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735269/connie-contact-icon-64x64-white_w1c1uw.png"
"(root)","conversations-logo_sjkst9","png",300,300,31,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735260/conversations-logo_sjkst9.png"
"(root)","connie-chat-bubble-white_seeu3h","svg",283,259,9,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735245/connie-chat-bubble-white_seeu3h.svg"
"(root)","connie-chat-bubble-white_rlw5n7","png",283,259,8,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735232/connie-chat-bubble-white_rlw5n7.png"
"(root)","connie-contact-icon-white_nj5j86","png",64,64,2,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735215/connie-contact-icon-white_nj5j86.png"
"(root)","connie-logo-400x_tpv6ap","png",400,111,18,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735157/connie-logo-400x_tpv6ap.png"
"(root)","connie-logo-black-895x250_ia5pif","png",859,250,20,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735137/connie-logo-black-895x250_ia5pif.png"
"(root)","connie-contact-logo-420x120_ufnpzc","png",420,120,11,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735113/connie-contact-logo-420x120_ufnpzc.png"
"(root)","connie1-black-logo_nb072e","png",121,35,3,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735088/connie1-black-logo_nb072e.png"
"(root)","connie1-white-logo_mmvp8i","png",121,35,3,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737735087/connie1-white-logo_mmvp8i.png"
"(root)","local-map-background_mbrv1c","png",720,576,29,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737734830/local-map-background_mbrv1c.png"
"(root)","breadcrumb_hkw9tc","jpg",1919,300,92,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737400637/breadcrumb_hkw9tc.jpg"
"(root)","senior-transport-services-2_m6cvdq","jpg",410,494,263,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737137322/senior-transport-services-2_m6cvdq.jpg"
"(root)","connie-senior-male-sam-00-databg_l6aq5v","png",801,587,309,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737135274/connie-senior-male-sam-00-databg_l6aq5v.png"
"(root)","purple-circle_mmhgyk","png",611,611,18,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737134965/purple-circle_mmhgyk.png"
"(root)","90259cd8-3584-4b9c-a3cf-8e20ad361ec8_k4qapf","jpg",4001,4001,948,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737134910/90259cd8-3584-4b9c-a3cf-8e20ad361ec8_k4qapf.jpg"
"(root)","connie-senior-male-sam-00-round_indtjp","png",2000,1428,1658,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737134843/connie-senior-male-sam-00-round_indtjp.png"
"(root)","connie-senior-male-sam-00_hrcgo4","png",2000,1428,1748,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737134841/connie-senior-male-sam-00_hrcgo4.png"
"(root)","connie-at-work-1500x1330_n0mxmu","jpg",1500,1330,1403,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737087240/connie-at-work-1500x1330_n0mxmu.jpg"
"(root)","connie-browser-active-voicemail-task_jrwyyd","png",2065,1464,606,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737068018/connie-browser-active-voicemail-task_jrwyyd.png"
"(root)","connie-ITadmin-male-000a-round_cjdllr","png",384,511,203,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737066131/connie-ITadmin-male-000a-round_cjdllr.png"
"(root)","connie-ITadmin-male-000aa_h6oz5v","png",734,970,705,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737066130/connie-ITadmin-male-000aa_h6oz5v.png"
"(root)","connie-ITadmin-male-000-headshotb_ghdckw","png",739,748,382,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737066129/connie-ITadmin-male-000-headshotb_ghdckw.png"
"(root)","connie-ITadmin-male-000-headshot_ydgckm","png",734,781,584,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737066128/connie-ITadmin-male-000-headshot_ydgckm.png"
"(root)","connie-ITadmin-male-00aaa_i1glvl","png",734,970,705,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737066127/connie-ITadmin-male-00aaa_i1glvl.png"
"(root)","connie-senior-male-Benny-000a-round_qb9yjf","png",640,728,491,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065958/connie-senior-male-Benny-000a-round_qb9yjf.png"
"(root)","connie-senior-male-Benny-000b-round_exoht8","png",640,728,491,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065957/connie-senior-male-Benny-000b-round_exoht8.png"
"(root)","connie-senior-female-00aa_vyohfw","png",800,522,339,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065826/connie-senior-female-00aa_vyohfw.png"
"(root)","connie-senior-female-00a_qv74dc","png",499,522,288,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065723/connie-senior-female-00a_qv74dc.png"
"(root)","connie-caregiver-female-01a_u8xdir","jpg",566,492,23,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065630/connie-caregiver-female-01a_u8xdir.jpg"
"(root)","connie-ITadmin-female-01b_va93vt","png",2000,1333,1173,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065155/connie-ITadmin-female-01b_va93vt.png"
"(root)","connie-senior-female-02a_mjlot7","png",2000,1333,1173,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065151/connie-senior-female-02a_mjlot7.png"
"(root)","connie-senior-female-01a_a0viw5","png",2000,1407,1398,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737065151/connie-senior-female-01a_a0viw5.png"
"(root)","connie-ITadmin-female-01b_euxcqo","png",2000,1333,1173,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737063484/connie-ITadmin-female-01b_euxcqo.png"
"(root)","connie-ITadmin-female-01a-BG_bqlvts","png",5000,5000,9436,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737063438/connie-ITadmin-female-01a-BG_bqlvts.png"
"(root)","connie-senior-female-02a_lgvikr","png",2000,1333,1173,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737063380/connie-senior-female-02a_lgvikr.png"
"(root)","connie-senior-female-01a_ipow3p","png",2000,1407,1398,"https://res.cloudinary.com/doa8o9alh/image/upload/v1737063347/connie-senior-female-01a_ipow3p.png"
"(root)","tadtmznw8iw2smjfiut6","webp",300,296,6,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736351053/ai_local_udemy/tadtmznw8iw2smjfiut6.webp"
"(root)","logo","png",480,314,11,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736342546/samples/logo.png"
"(root)","cloudinary-logo-vector","svg",1000,320,6,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736342535/samples/cloudinary-logo-vector.svg"
"(root)","cat","jpg",768,1024,91,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736342535/samples/animals/cat.jpg"
"(root)","cloudinary-icon","png",1000,1000,56,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736342535/samples/cloudinary-icon.png"
"(root)","sample","jpg",864,576,117,"https://res.cloudinary.com/doa8o9alh/image/upload/v1736342534/sample.jpg"
