original_name,new_name,category,asset_type,usage_rights,format,size_kb,dimensions,preview_url
"smarthouse_1_mt3uva.png","smarthouse-1.png","photos","archive","internal","png",1,"64x64","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118707/smarthouse_1_mt3uva.png"
"smarthouse_dkbs21.png","smarthouse.png","photos","archive","internal","png",1,"24x24","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118708/smarthouse_dkbs21.png"
"smartphone_ktewu9.png","smartphone.png","photos","archive","internal","png",1,"64x64","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118703/smartphone_ktewu9.png"
"stephen-farber_y0q7uo.png","stephen-farber.png","photos","archive","internal","png",425,"800x828","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591914/stephen-farber_y0q7uo.png"
"tadtmznw8iw2smjfiut6.webp","tadtmznw8iw2smjfiut6.webp","photos","archive","internal","webp",6,"300x296","https://res.cloudinary.com/doa8o9alh/image/upload/v1736351053/ai_local_udemy/tadtmznw8iw2smjfiut6.webp"
"tariel-goldstien_2_imoi7v.png","tariel-goldstien-1.png","photos","archive","internal","png",1247,"1332x1302","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591936/tariel-goldstien_2_imoi7v.png"
"tariel-goldstien_lxpnjg.png","tariel-goldstien.png","photos","archive","internal","png",680,"600x591","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591946/tariel-goldstien_lxpnjg.png"
"transfer_sp7xwl.png","transfer.png","photos","archive","internal","png",6,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592124/transfer_sp7xwl.png"
"voice-command_shqnba.png","voice-command.png","photos","archive","internal","png",1,"64x64","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118705/voice-command_shqnba.png"
"voicemail_sc3uqs.png","voicemail.png","photos","archive","internal","png",7,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118578/voicemail_sc3uqs.png"
"weak_fi3gbk.png","weak.png","photos","archive","internal","png",19,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118597/weak_fi3gbk.png"
"wendi-burkhardt_impv0r.png","wendi-burkhardt.png","photos","archive","internal","png",481,"826x760","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591917/wendi-burkhardt_impv0r.png"
"whatsapp_ghiykn.jpg","whatsapp.jpg","photos","archive","internal","jpg",5,"204x192","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118623/whatsapp_ghiykn.jpg"
"willie-chalmers_vqyr8i.png","willie-chalmers-1.png","photos","primary","internal","png",1610,"1336x1311","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591942/willie-chalmers_vqyr8i.png"
"willie-chalmers_p12vyk.png","willie-chalmers.png","photos","primary","internal","png",332,"506x502","https://res.cloudinary.com/doa8o9alh/image/upload/v1768591976/willie-chalmers_p12vyk.png"
"www_zg3rfm.png","www.png","photos","archive","internal","png",20,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592104/www_zg3rfm.png"
"y6swbwzavr52hpm9fndf.jpg","y6swbwzavr52hpm9fndf.jpg","photos","archive","internal","jpg",26,"300x300","https://res.cloudinary.com/doa8o9alh/image/upload/v1741643276/ai_local_udemy/y6swbwzavr52hpm9fndf.jpg"
"ypmwbil0vdf8z6xiowwi.jpg","ypmwbil0vdf8z6xiowwi.jpg","photos","archive","internal","jpg",26,"300x300","https://res.cloudinary.com/doa8o9alh/image/upload/v1741643607/ai_local_udemy/ypmwbil0vdf8z6xiowwi.jpg"
"facebook_2_ukye1p.png","facebook-1.png","social","primary","internal","png",4,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592115/facebook_2_ukye1p.png"
"facebook_hovqxk.png","facebook.png","social","primary","internal","png",4,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592201/facebook_hovqxk.png"
"social-media_zv0ydc.png","social-media.png","social","primary","internal","png",17,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118578/social-media_zv0ydc.png"
"connie-docs-logo_jcsgjn.png","connie-docs-logo-1.png","templates","primary","internal","png",133,"1200x461","https://res.cloudinary.com/doa8o9alh/image/upload/v1750314537/connie-docs-logo_jcsgjn.png"
"connie-docs-logo_krdqf4.png","connie-docs-logo.png","templates","primary","internal","png",133,"1200x461","https://res.cloudinary.com/doa8o9alh/image/upload/v1757167683/connie-docs-logo_krdqf4.png"
"doctor_1_cnlwxn.png","doctor-1.png","templates","primary","internal","png",2,"64x64","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118705/doctor_1_cnlwxn.png"
"doctor_u5fj63.png","doctor.png","templates","primary","internal","png",17,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118706/doctor_u5fj63.png"
"pdf-file_gc0ifn.png","pdf-file.png","templates","primary","internal","png",6,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592106/pdf-file_gc0ifn.png"
"pdf-locked_qhjiuo.png","pdf-locked.png","templates","primary","internal","png",30,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592108/pdf-locked_qhjiuo.png"
"pdf_avol7t.png","pdf.png","templates","primary","internal","png",11,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742118597/pdf_avol7t.png"
"spreadsheet_ckr6rw.png","spreadsheet-1.png","templates","primary","internal","png",12,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1742914938/spreadsheet_ckr6rw.png"
"spreadsheet_ujjd39.png","spreadsheet.png","templates","primary","internal","png",12,"512x512","https://res.cloudinary.com/doa8o9alh/image/upload/v1768592090/spreadsheet_ujjd39.png"
